Start of song
Instrument: piano
Start of notes
Note: beat=0, position=0, pitch=C6, duration=2, instrument=piano
Note: beat=207, position=5, pitch=C5, duration=6, instrument=piano
Note: beat=207, position=5, pitch=A5, duration=4, instrument=piano
Note: beat=207, position=8, pitch=G5, duration=4, instrument=piano
Note: beat=207, position=11, pitch=F5, duration=4, instrument=piano
Note: beat=208, position=2, pitch=G5, duration=2, instrument=piano
Note: beat=208, position=5, pitch=F2, duration=16, instrument=piano
Note: beat=208, position=5, pitch=A3, duration=18, instrument=piano
Note: beat=208, position=5, pitch=C4, duration=18, instrument=piano
Note: beat=208, position=5, pitch=A5, duration=6, instrument=piano
Note: beat=208, position=8, pitch=C3, duration=16, instrument=piano
Note: beat=209, position=2, pitch=G5, duration=3, instrument=piano
Note: beat=209, position=5, pitch=F5, duration=3, instrument=piano
Note: beat=209, position=11, pitch=C6, duration=3, instrument=piano
Note: beat=210, position=2, pitch=G3, duration=18, instrument=piano
Note: beat=210, position=5, pitch=E2, duration=18, instrument=piano
Note: beat=210, position=5, pitch=C4, duration=18, instrument=piano
Note: beat=210, position=5, pitch=G5, duration=8, instrument=piano
Note: beat=210, position=8, pitch=C3, duration=15, instrument=piano
Note: beat=211, position=5, pitch=A5, duration=3, instrument=piano
Note: beat=211, position=8, pitch=G5, duration=4, instrument=piano
Note: beat=211, position=11, pitch=F5, duration=2, instrument=piano
Note: beat=212, position=2, pitch=F4, duration=16, instrument=piano
Note: beat=212, position=2, pitch=G5, duration=3, instrument=piano
Note: beat=212, position=5, pitch=D3, duration=15, instrument=piano
Note: beat=212, position=5, pitch=A4, duration=15, instrument=piano
Note: beat=212, position=5, pitch=F5, duration=7, instrument=piano
Note: beat=212, position=8, pitch=A3, duration=11, instrument=piano
Note: beat=213, position=2, pitch=E5, duration=3, instrument=piano
Note: beat=213, position=5, pitch=D5, duration=4, instrument=piano
Note: beat=213, position=11, pitch=A5, duration=4, instrument=piano
Note: beat=214, position=5, pitch=A2, duration=16, instrument=piano
Note: beat=214, position=5, pitch=C4, duration=18, instrument=piano
Note: beat=214, position=5, pitch=E4, duration=16, instrument=piano
Note: beat=214, position=5, pitch=E5, duration=8, instrument=piano
Note: beat=215, position=5, pitch=F5, duration=6, instrument=piano
Note: beat=216, position=2, pitch=E5, duration=4, instrument=piano
Note: beat=216, position=5, pitch=A#2, duration=18, instrument=piano
Note: beat=216, position=5, pitch=D5, duration=7, instrument=piano
Note: beat=216, position=11, pitch=A#3, duration=11, instrument=piano
Note: beat=217, position=2, pitch=C5, duration=2, instrument=piano
Note: beat=217, position=5, pitch=D4, duration=11, instrument=piano
Note: beat=217, position=5, pitch=F4, duration=11, instrument=piano
Note: beat=217, position=5, pitch=D6, duration=2, instrument=piano
Note: beat=217, position=11, pitch=D6, duration=3, instrument=piano
Note: beat=218, position=5, pitch=A2, duration=18, instrument=piano
Note: beat=218, position=5, pitch=C6, duration=10, instrument=piano
Note: beat=219, position=5, pitch=C4, duration=6, instrument=piano
Note: beat=219, position=5, pitch=E4, duration=6, instrument=piano
Note: beat=219, position=5, pitch=A5, duration=7, instrument=piano
Note: beat=219, position=11, pitch=C6, duration=7, instrument=piano
Note: beat=220, position=5, pitch=G2, duration=16, instrument=piano
Note: beat=220, position=5, pitch=A#3, duration=16, instrument=piano
Note: beat=220, position=5, pitch=D4, duration=16, instrument=piano
Note: beat=220, position=5, pitch=A#5, duration=6, instrument=piano
Note: beat=221, position=2, pitch=D3, duration=7, instrument=piano
Note: beat=221, position=2, pitch=G5, duration=3, instrument=piano
Note: beat=221, position=5, pitch=G3, duration=8, instrument=piano
Note: beat=221, position=5, pitch=F5, duration=3, instrument=piano
Note: beat=221, position=11, pitch=D5, duration=4, instrument=piano
Note: beat=222, position=5, pitch=C3, duration=21, instrument=piano
Note: beat=222, position=5, pitch=E4, duration=11, instrument=piano
Note: beat=222, position=5, pitch=G4, duration=11, instrument=piano
Note: beat=222, position=5, pitch=G5, duration=6, instrument=piano
Note: beat=222, position=11, pitch=G3, duration=15, instrument=piano
Note: beat=223, position=5, pitch=E4, duration=10, instrument=piano
Note: beat=223, position=5, pitch=G4, duration=10, instrument=piano
Note: beat=223, position=5, pitch=A5, duration=4, instrument=piano
Note: beat=223, position=8, pitch=G5, duration=4, instrument=piano
Note: beat=223, position=11, pitch=C4, duration=2, instrument=piano
Note: beat=223, position=11, pitch=F5, duration=4, instrument=piano
Note: beat=224, position=2, pitch=G5, duration=2, instrument=piano
Note: beat=224, position=5, pitch=F2, duration=18, instrument=piano
Note: beat=224, position=5, pitch=A3, duration=11, instrument=piano
Note: beat=224, position=5, pitch=C4, duration=11, instrument=piano
Note: beat=224, position=5, pitch=A5, duration=6, instrument=piano
Note: beat=224, position=11, pitch=C3, duration=20, instrument=piano
Note: beat=225, position=2, pitch=G5, duration=3, instrument=piano
Note: beat=225, position=5, pitch=A3, duration=11, instrument=piano
Note: beat=225, position=5, pitch=C4, duration=11, instrument=piano
Note: beat=225, position=5, pitch=F5, duration=3, instrument=piano
Note: beat=225, position=11, pitch=C6, duration=3, instrument=piano
Note: beat=226, position=5, pitch=E2, duration=18, instrument=piano
Note: beat=226, position=5, pitch=G3, duration=10, instrument=piano
Note: beat=226, position=5, pitch=C4, duration=10, instrument=piano
Note: beat=226, position=5, pitch=G5, duration=8, instrument=piano
Note: beat=226, position=11, pitch=C3, duration=10, instrument=piano
Note: beat=227, position=5, pitch=G3, duration=7, instrument=piano
Note: beat=227, position=5, pitch=C4, duration=6, instrument=piano
Note: beat=227, position=5, pitch=A5, duration=3, instrument=piano
Note: beat=227, position=8, pitch=G5, duration=4, instrument=piano
Note: beat=227, position=11, pitch=F5, duration=2, instrument=piano
Note: beat=228, position=2, pitch=G5, duration=3, instrument=piano
Note: beat=228, position=5, pitch=D2, duration=16, instrument=piano
Note: beat=228, position=5, pitch=F3, duration=11, instrument=piano
Note: beat=228, position=5, pitch=A3, duration=11, instrument=piano
Note: beat=228, position=5, pitch=F5, duration=7, instrument=piano
Note: beat=228, position=11, pitch=A2, duration=12, instrument=piano
Note: beat=229, position=2, pitch=E5, duration=3, instrument=piano
Note: beat=229, position=5, pitch=F3, duration=6, instrument=piano
Note: beat=229, position=5, pitch=A3, duration=6, instrument=piano
Note: beat=229, position=5, pitch=D5, duration=4, instrument=piano
Note: beat=229, position=11, pitch=D3, duration=6, instrument=piano
Note: beat=229, position=11, pitch=F5, duration=6, instrument=piano
Note: beat=230, position=5, pitch=A2, duration=18, instrument=piano
Note: beat=230, position=5, pitch=C4, duration=11, instrument=piano
Note: beat=230, position=5, pitch=E4, duration=11, instrument=piano
Note: beat=230, position=5, pitch=C6, duration=5, instrument=piano
Note: beat=230, position=11, pitch=E3, duration=16, instrument=piano
Note: beat=230, position=11, pitch=A5, duration=6, instrument=piano
Note: beat=231, position=5, pitch=C4, duration=11, instrument=piano
Note: beat=231, position=5, pitch=E4, duration=8, instrument=piano
Note: beat=231, position=5, pitch=A5, duration=7, instrument=piano
Note: beat=232, position=2, pitch=G5, duration=2, instrument=piano
Note: beat=232, position=5, pitch=A#2, duration=18, instrument=piano
Note: beat=232, position=5, pitch=D4, duration=10, instrument=piano
Note: beat=232, position=5, pitch=F5, duration=3, instrument=piano
Note: beat=232, position=11, pitch=D5, duration=5, instrument=piano
Note: beat=233, position=5, pitch=D4, duration=7, instrument=piano
Note: beat=233, position=5, pitch=F4, duration=7, instrument=piano
Note: beat=233, position=5, pitch=A5, duration=7, instrument=piano
Note: beat=234, position=2, pitch=G5, duration=2, instrument=piano
Note: beat=234, position=5, pitch=A2, duration=16, instrument=piano
Note: beat=234, position=5, pitch=C4, duration=11, instrument=piano
End of song
